Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Percent of firms with female participation in ownership,Percent of firms with majority female ownership,Percent of firms with a female top manager,Proportion of permanent full-time workers that are female (%),Proportion of permanent full-time production workers that are female (%)*,Proportion of permanent full-time non-production workers that are female (%)*
Benin,2009,,,,Average,45.4,20.2,26.9,29.7,...,...
Benin,2009,Sector,Manufacturing,All,Average,12.7,4.5,4.1,15.7,...,...
Benin,2009,Sector,Manufacturing,Manufacturing,Average,12.7,4.5,4.1,15.7,...,...
Benin,2009,Sector,Services,All,Average,48.3,23.4,31.5,32.5,...,...
Benin,2009,Sector,Services,Services,Average,48.3,23.4,31.5,32.5,...,...
Benin,2009,Size,,Small (5-19),Average,52.3,23.7,31.5,30.6,...,...
Benin,2009,Size,,Medium (20-99),Average,0.0,0.0,0.9,24.4,...,...
Benin,2009,Size,,Large (100+),Average,n.a.,0.0,0.0,10.1,...,...
Benin,2009,Location,,Cotonou,Average,44.6,22.2,28.6,30.9,...,...
Benin,2009,Location,,Others,Average,47.6,12.8,20.8,25.6,...,...
Benin,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,n.a.,0.0,0.0,3.4,...,...
Benin,2009,Exporter Type,,Non-exporter,Average,48.7,21.5,28.5,30.9,...,...
Benin,2009,Gender of Top Manager,,Top manager is female,Average,99.3,87.9,100.0,63.0,...,...
Benin,2009,Gender of Top Manager,,Top manager is male,Average,1.0,0.7,0.0,16.8,...,...
Benin,2009,Ownership Type,,Domestic,Average,55.0,20.3,27.9,29.9,...,...
Benin,2009,Ownership Type,,10% or more foreign ownership,Average,2.7,20.2,19.9,28.8,...,...
Benin,2016,,,,Average,36.7,21.3,25.9,30.4,10.4,32.5
Benin,2016,Sector,Manufacturing,All,Average,23.2,7.6,4.7,19.7,10.4,32.5
Benin,2016,Sector,Manufacturing,Manufacturing,Average,23.2,7.6,4.7,19.7,10.4,32.5
Benin,2016,Sector,Services,All,Average,39.8,24.4,30.8,32.8,...,...
Benin,2016,Sector,Services,Services,Average,39.8,24.4,30.8,32.8,...,...
Benin,2016,Size,,Medium (20-99),Average,27.8,5.6,6.5,23.3,17.6,34.1
Benin,2016,Size,,Small (5-19),Average,43.6,39.5,48.1,36.7,6.7,33.3
Benin,2016,Size,,Large (100+),Average,34.7,1.2,3.1,26.9,6.8,23.2
Benin,2016,Location,,"Atlantique, Borgou, Mono, Ouémé",Average,38.7,24.3,24.3,22.9,12.1,22.3
Benin,2016,Location,,Littoral,Average,36.3,20.6,26.2,32.1,9.7,36.5
Benin,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,76.2,41.8,43.0,41.2,22.8,34.5
Benin,2016,Exporter Type,,Non-exporter,Average,28.1,16.9,22.4,28.2,9.2,31.7
Benin,2016,Gender of Top Manager,,Top manager is female,Average,81.7,75.6,100.0,52.7,n.a.,n.a.
Benin,2016,Gender of Top Manager,,Top manager is male,Average,20.9,2.1,0.0,22.6,8.9,32.3
Benin,2016,Ownership Type,,Domestic,Average,33.9,21.0,26.1,29.8,11.4,34.1
Benin,2016,Ownership Type,,10% or more foreign ownership,Average,48.5,23.1,25.1,33.0,4.1,19.2
Burkina Faso,2009,,,,Average,19.2,8.1,11.3,21.6,12.1,23.4
Burkina Faso,2009,Sector,Manufacturing,All,Average,27.8,6.4,15.5,15.0,12.1,23.4
Burkina Faso,2009,Sector,Manufacturing,Manufacturing,Average,27.8,6.4,15.5,15.0,12.1,23.4
Burkina Faso,2009,Sector,Services,All,Average,15.5,8.7,9.8,24.0,...,...
Burkina Faso,2009,Sector,Services,Retail,Average,20.5,15.8,15.9,29.4,...,...
Burkina Faso,2009,Sector,Services,Other Services,Average,12.7,4.8,6.3,20.8,...,...
Burkina Faso,2009,Size,,Small (5-19),Average,18.2,7.6,10.1,23.1,11.4,16.9
Burkina Faso,2009,Size,,Medium (20-99),Average,25.8,11.4,16.9,19.6,18.9,34.0
Burkina Faso,2009,Size,,Large (100+),Average,5.3,3.2,5.0,14.7,3.4,29.1
Burkina Faso,2009,Location,,Bobo-Dioulasso,Average,20.8,9.7,12.8,20.2,10.7,34.8
Burkina Faso,2009,Location,,Ouagadougou,Average,19.1,7.8,11.1,21.7,12.2,21.3
Burkina Faso,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,9.0,10.1,15.7,33.7,19.8,41.1
Burkina Faso,2009,Exporter Type,,Non-exporter,Average,20.1,8.2,11.4,21.2,11.6,20.7
Burkina Faso,2009,Gender of Top Manager,,Top manager is female,Average,93.7,49.2,100.0,41.4,46.9,33.1
Burkina Faso,2009,Gender of Top Manager,,Top manager is male,Average,3.0,2.8,0.0,19.0,6.3,21.0
Burkina Faso,2009,Ownership Type,,Domestic,Average,19.0,8.3,11.2,21.4,12.3,21.2
Burkina Faso,2009,Ownership Type,,10% or more foreign ownership,Average,21.6,7.4,13.5,23.5,9.8,39.1
Bangladesh,2007,,,,Average,16.1,...,1.3,19.4,20.5,6.6
Bangladesh,2007,Sector,Manufacturing,All,Average,18.4,...,1.4,19.4,20.5,6.6
Bangladesh,2007,Sector,Manufacturing,Food,Average,11.0,...,0.1,11.7,11.3,7.3
Bangladesh,2007,Sector,Manufacturing,Textiles,Average,35.1,...,3.6,13.3,13.9,7.1
Bangladesh,2007,Sector,Manufacturing,Garments,Average,33.5,...,3.0,46.0,49.2,10.5
Bangladesh,2007,Sector,Manufacturing,Leather Products,Average,7.3,...,0.3,2.8,2.9,1.3
Bangladesh,2007,Sector,Manufacturing,Chemicals & Chemical Products,Average,1.7,...,0.1,1.4,1.6,1.2
Bangladesh,2007,Sector,Manufacturing,Machinery & Equipment & Electronics,Average,35.2,...,0.0,8.0,8.6,8.7
Bangladesh,2007,Sector,Manufacturing,Other Manufacturing,Average,6.0,...,0.2,5.4,4.7,7.7
Bangladesh,2007,Sector,Services,All,Average,8.4,...,0.8,...,...,...
Bangladesh,2007,Sector,Services,Retail,Average,6.3,...,0.0,...,...,...
Bangladesh,2007,Sector,Services,Other Services,Average,34.3,...,10.8,...,...,...
Bangladesh,2007,Size,,Large (100+),Average,34.9,...,2.3,42.7,45.3,11.6
Bangladesh,2007,Size,,Medium (20-99),Average,18.9,...,1.6,8.3,8.4,5.9
Bangladesh,2007,Size,,Small (5-19),Average,0.4,...,0.3,2.7,2.9,1.5
Bangladesh,2007,Location,,Barisal,Average,6.3,...,1.3,5.3,5.0,4.9
Bangladesh,2007,Location,,Chittagong,Average,12.3,...,0.5,36.0,38.4,4.1
Bangladesh,2007,Location,,Dhaka,Average,16.7,...,1.2,18.1,19.1,6.8
Bangladesh,2007,Location,,Khulna,Average,6.2,...,5.4,30.4,28.5,10.3
Bangladesh,2007,Location,,Rajshahi,Average,12.0,...,1.6,29.1,33.8,7.2
Bangladesh,2007,Location,,Sylhet,Average,19.5,...,7.7,5.5,6.2,1.7
Bangladesh,2007,Exporter Type,,Direct exports are 10% or more of sales,Average,39.9,...,2.6,45.2,48.0,11.3
Bangladesh,2007,Exporter Type,,Non-exporter,Average,10.7,...,1.0,9.7,10.1,4.8
Bangladesh,2007,Gender of Top Manager,,Top manager is female,Average,84.1,...,100.0,32.8,33.5,23.3
Bangladesh,2007,Gender of Top Manager,,Top manager is male,Average,15.2,...,0.0,19.2,20.3,6.3
Bangladesh,2007,Ownership Type,,Domestic,Average,15.9,...,1.3,19.3,20.3,6.6
Bangladesh,2007,Ownership Type,,10% or more foreign ownership,Average,31.0,...,0.0,31.2,34.0,6.9
Bangladesh,2013,,,,Average,12.7,1.7,4.8,15.8,21.1,10.7
Bangladesh,2013,Sector,Manufacturing,All,Average,14.3,1.9,4.8,20.3,21.1,10.7
Bangladesh,2013,Sector,Manufacturing,Food,Average,14.2,1.9,5.4,6.6,7.9,2.5
Bangladesh,2013,Sector,Manufacturing,Garments,Average,16.2,2.0,7.8,41.8,43.1,22.0
Bangladesh,2013,Sector,Manufacturing,Leather Products,Average,18.3,1.9,3.9,5.9,6.3,4.4
Bangladesh,2013,Sector,Manufacturing,Chemicals & Chemical Products,Average,38.6,4.3,16.0,9.6,14.0,8.5
Bangladesh,2013,Sector,Manufacturing,Motor Vehicles & Transport Equip.,Average,10.3,0.0,0.0,1.7,1.4,0.8
Bangladesh,2013,Sector,Manufacturing,Furniture,Average,17.4,1.8,2.3,12.2,11.5,6.6
Bangladesh,2013,Sector,Manufacturing,Other Manufacturing,Average,10.8,1.8,2.4,13.8,14.2,7.8
Bangladesh,2013,Sector,Services,All,Average,8.4,1.2,4.9,4.2,...,...
Bangladesh,2013,Sector,Services,Retail,Average,12.1,5.0,8.9,10.1,...,...
Bangladesh,2013,Sector,Services,Other Services,Average,7.8,0.5,4.2,3.2,...,...
Bangladesh,2013,Size,,Medium (20-99),Average,7.9,1.8,2.7,8.0,10.7,6.6
Bangladesh,2013,Size,,Small (5-19),Average,6.9,1.4,3.6,5.2,4.7,5.2
Bangladesh,2013,Size,,Large (100+),Average,26.9,2.1,9.4,41.4,45.0,19.9
Bangladesh,2013,Location,,Chittagong,Average,22.1,0.6,8.8,21.2,34.1,7.3
Bangladesh,2013,Location,,Dhaka,Average,10.8,2.1,4.1,14.8,19.2,11.3
Bangladesh,2013,Location,,Khulna,Average,15.4,0.6,3.8,13.0,20.5,4.3
Bangladesh,2013,Location,,Rajshahi,Average,7.1,0.7,2.8,14.0,11.6,16.9
Bangladesh,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,29.1,2.8,10.8,49.7,53.3,23.6
Bangladesh,2013,Exporter Type,,Non-exporter,Average,9.1,1.5,3.5,8.5,11.0,6.9
Bangladesh,2013,Gender of Top Manager,,Top manager is female,Average,66.8,23.7,100.0,27.8,38.7,17.7
Bangladesh,2013,Gender of Top Manager,,Top manager is male,Average,9.9,0.6,0.0,15.2,20.3,10.4
Bangladesh,2013,Ownership Type,,Domestic,Average,12.3,1.7,4.7,15.2,20.4,10.5
Bangladesh,2013,Ownership Type,,10% or more foreign ownership,Average,30.6,0.8,9.5,44.9,50.2,19.8
Bulgaria,2007,,,,Average,39.2,...,...,48.7,46.8,55.9
Bulgaria,2007,Sector,Manufacturing,All,Average,31.7,...,...,48.7,46.8,55.9
Bulgaria,2007,Sector,Manufacturing,Food,Average,41.1,...,...,54.5,54.5,57.6
Bulgaria,2007,Sector,Manufacturing,Garments,Average,60.3,...,...,89.5,93.5,60.5
Bulgaria,2007,Sector,Manufacturing,Machinery & Equipment,Average,15.4,...,...,16.8,9.7,48.6
Bulgaria,2007,Sector,Manufacturing,Electronics,Average,42.0,...,...,36.7,31.4,58.5
Bulgaria,2007,Sector,Manufacturing,Other Manufacturing,Average,26.8,...,...,32.7,28.8,52.6
Bulgaria,2007,Sector,Services,All,Average,42.6,...,...,...,...,...
Bulgaria,2007,Sector,Services,Retail,Average,38.9,...,...,...,...,...
Bulgaria,2007,Sector,Services,IT & IT Services,Average,41.9,...,...,...,...,...
Bulgaria,2007,Sector,Services,Other Services,Average,43.5,...,...,...,...,...
Bulgaria,2007,Size,,Medium (20-99),Average,36.0,...,...,49.0,47.0,54.9
Bulgaria,2007,Size,,Small (5-19),Average,43.5,...,...,47.5,44.9,56.7
Bulgaria,2007,Size,,Large (100+),Average,26.2,...,...,52.8,53.3,56.0
Bulgaria,2007,Location,,Burgas,Average,38.5,...,...,49.8,47.8,65.2
Bulgaria,2007,Location,,Plovdiv,Average,34.5,...,...,54.2,52.6,59.6
Bulgaria,2007,Location,,Sofia,Average,41.0,...,...,42.6,40.1,52.2
Bulgaria,2007,Location,,Varna,Average,41.2,...,...,49.2,48.1,49.4
Bulgaria,2007,Exporter Type,,Direct exports are 10% or more of sales,Average,36.4,...,...,51.0,48.6,57.5
Bulgaria,2007,Exporter Type,,Non-exporter,Average,39.5,...,...,47.8,46.0,55.2
Bulgaria,2007,Ownership Type,,Domestic,Average,38.3,...,...,48.1,46.2,55.5
Bulgaria,2007,Ownership Type,,10% or more foreign ownership,Average,54.7,...,...,56.8,55.3,60.9
Bulgaria,2009,,,,Average,33.9,...,25.7,43.3,39.3,57.1
Bulgaria,2009,Sector,Manufacturing,All,Average,31.8,...,19.7,45.5,39.3,57.1
Bulgaria,2009,Sector,Manufacturing,Manufacturing,Average,31.8,...,19.7,45.5,39.3,57.1
Bulgaria,2009,Sector,Services,All,Average,34.9,...,28.4,42.3,...,...
Bulgaria,2009,Sector,Services,Retail,Average,39.3,...,34.0,55.8,...,...
Bulgaria,2009,Sector,Services,Other Services,Average,33.0,...,26.1,36.9,...,...
Bulgaria,2009,Size,,Small (5-19),Average,34.5,...,30.9,45.1,38.1,49.8
Bulgaria,2009,Size,,Medium (20-99),Average,34.1,...,14.8,38.4,40.1,68.7
Bulgaria,2009,Size,,Large (100+),Average,26.6,...,12.0,42.7,42.4,54.5
Bulgaria,2009,Location,,Severen Tsentralen,Average,33.9,...,17.1,46.0,16.8,63.5
Bulgaria,2009,Location,,Severoiztochen,Average,35.5,...,40.9,53.7,5.3,n.a.
Bulgaria,2009,Location,,Severozapaden  ,Average,29.8,...,18.1,38.4,n.a.,n.a.
Bulgaria,2009,Location,,Yugoiztochen,Average,40.8,...,19.3,36.2,n.a.,n.a.
Bulgaria,2009,Location,,Yugozapaden,Average,35.6,...,26.0,44.1,41.0,53.8
Bulgaria,2009,Location,,Yuzhen Tsentralen,Average,31.1,...,23.2,39.9,53.8,53.7
Bulgaria,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,25.5,...,17.6,43.0,41.0,59.9
Bulgaria,2009,Exporter Type,,Non-exporter,Average,35.4,...,27.2,43.3,38.9,56.2
Bulgaria,2009,Gender of Top Manager,,Top manager is female,Average,80.4,...,100.0,61.6,61.2,73.4
Bulgaria,2009,Gender of Top Manager,,Top manager is male,Average,17.7,...,0.0,36.9,34.0,53.4
Bulgaria,2009,Ownership Type,,Domestic,Average,34.2,...,26.7,44.5,40.7,57.5
Bulgaria,2009,Ownership Type,,10% or more foreign ownership,Average,31.5,...,16.9,31.5,21.8,52.1
Bulgaria,2013,,,,Average,39.0,12.4,23.9,41.3,43.3,49.1
Bulgaria,2013,Sector,Manufacturing,All,Average,35.5,11.3,17.4,44.2,43.3,49.1
Bulgaria,2013,Sector,Manufacturing,Manufacturing,Average,35.5,11.3,17.4,44.2,43.3,49.1
Bulgaria,2013,Sector,Services,All,Average,40.6,12.9,26.9,39.9,...,...
Bulgaria,2013,Sector,Services,Retail,Average,53.1,24.2,44.5,61.6,...,...
Bulgaria,2013,Sector,Services,Other Services,Average,35.8,8.6,20.3,31.6,...,...
Bulgaria,2013,Size,,Small (5-19),Average,41.2,16.6,28.1,42.1,34.7,52.6
Bulgaria,2013,Size,,Medium (20-99),Average,34.7,1.6,14.6,38.3,51.1,46.1
Bulgaria,2013,Size,,Large (100+),Average,32.5,9.6,14.7,44.1,59.1,43.8
Bulgaria,2013,Location,,Severen Tsentralen,Average,34.2,7.5,11.8,27.0,30.3,29.2
Bulgaria,2013,Location,,Severoiztochen,Average,50.5,10.8,25.7,44.5,26.4,61.0
Bulgaria,2013,Location,,Severozapaden  ,Average,36.2,10.2,15.4,41.1,42.2,58.7
Bulgaria,2013,Location,,Yugoiztochen,Average,33.6,17.0,15.9,40.0,40.6,52.5
Bulgaria,2013,Location,,Yugozapaden,Average,44.5,11.6,28.1,39.7,44.7,41.7
Bulgaria,2013,Location,,Yuzhen Tsentralen,Average,25.7,16.6,32.2,52.2,63.1,56.5
Bulgaria,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,45.9,10.5,13.4,38.3,40.3,42.2
Bulgaria,2013,Exporter Type,,Non-exporter,Average,38.0,12.7,25.8,41.7,44.5,52.2
Bulgaria,2013,Gender of Top Manager,,Top manager is female,Average,81.4,41.7,100.0,55.9,42.7,73.5
Bulgaria,2013,Gender of Top Manager,,Top manager is male,Average,25.9,3.2,0.0,36.6,43.4,44.0
Bulgaria,2013,Ownership Type,,Domestic,Average,40.1,12.8,24.0,40.8,43.8,49.3
Bulgaria,2013,Ownership Type,,10% or more foreign ownership,Average,18.0,3.4,23.0,48.5,36.5,47.6
"Bahamas, The",2010,,,,Average,58.3,...,33.2,44.3,...,...
"Bahamas, The",2010,Sector,Manufacturing,All,Average,59.2,...,29.1,35.1,...,...
"Bahamas, The",2010,Sector,Manufacturing,Manufacturing,Average,59.2,...,29.1,35.1,...,...
"Bahamas, The",2010,Sector,Services,All,Average,58.2,...,33.7,45.4,...,...
"Bahamas, The",2010,Sector,Services,Services,Average,58.2,...,33.7,45.4,...,...
"Bahamas, The",2010,Size,,Small (5-19),Average,55.8,...,37.4,44.2,...,...
"Bahamas, The",2010,Size,,Medium (20-99),Average,61.5,...,34.9,46.1,...,...
"Bahamas, The",2010,Size,,Large (100+),Average,60.9,...,5.0,36.2,...,...
"Bahamas, The",2010,Location,,Entire Country,Average,58.3,...,33.2,44.3,...,...
"Bahamas, The",2010,Exporter Type,,Direct exports are 10% or more of sales,Average,53.4,...,23.7,43.7,...,...
"Bahamas, The",2010,Exporter Type,,Non-exporter,Average,60.0,...,35.3,44.3,...,...
"Bahamas, The",2010,Gender of Top Manager,,Top manager is female,Average,85.1,...,100.0,49.9,...,...
"Bahamas, The",2010,Gender of Top Manager,,Top manager is male,Average,44.4,...,0.0,41.7,...,...
"Bahamas, The",2010,Ownership Type,,Domestic,Average,58.9,...,33.8,44.1,...,...
"Bahamas, The",2010,Ownership Type,,10% or more foreign ownership,Average,56.0,...,27.9,45.0,...,...
Bosnia and Herzegovina,2009,,,,Average,32.8,...,13.5,32.3,21.7,46.5
Bosnia and Herzegovina,2009,Sector,Manufacturing,All,Average,39.3,...,13.9,28.6,21.7,46.5
Bosnia and Herzegovina,2009,Sector,Manufacturing,Manufacturing,Average,39.3,...,13.9,28.6,21.7,46.5
Bosnia and Herzegovina,2009,Sector,Services,All,Average,29.6,...,13.3,34.2,...,...
Bosnia and Herzegovina,2009,Sector,Services,Retail,Average,31.0,...,8.7,47.8,...,...
Bosnia and Herzegovina,2009,Sector,Services,Other Services,Average,28.9,...,15.7,27.3,...,...
Bosnia and Herzegovina,2009,Size,,Small (5-19),Average,27.2,...,14.8,32.4,16.0,43.6
Bosnia and Herzegovina,2009,Size,,Medium (20-99),Average,34.7,...,12.8,32.7,22.7,49.7
Bosnia and Herzegovina,2009,Size,,Large (100+),Average,55.0,...,9.3,30.3,33.8,41.8
Bosnia and Herzegovina,2009,Location,,Bosnia,Average,37.5,...,13.2,30.1,12.2,38.9
Bosnia and Herzegovina,2009,Location,,Herzegovina,Average,35.0,...,17.4,34.2,19.7,49.3
Bosnia and Herzegovina,2009,Location,,Republic of Serbia,Average,32.9,...,12.9,34.0,29.4,51.7
Bosnia and Herzegovina,2009,Location,,Sarajevo,Average,23.3,...,12.3,31.3,21.1,44.5
Bosnia and Herzegovina,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,42.5,...,14.7,23.5,18.9,48.1
Bosnia and Herzegovina,2009,Exporter Type,,Non-exporter,Average,29.8,...,13.2,34.9,23.9,45.2
Bosnia and Herzegovina,2009,Gender of Top Manager,,Top manager is female,Average,72.9,...,100.0,48.2,35.3,76.8
Bosnia and Herzegovina,2009,Gender of Top Manager,,Top manager is male,Average,26.8,...,0.0,29.8,20.0,41.5
Bosnia and Herzegovina,2009,Ownership Type,,Domestic,Average,31.9,...,13.5,32.6,23.1,47.3
Bosnia and Herzegovina,2009,Ownership Type,,10% or more foreign ownership,Average,49.8,...,14.2,29.3,7.4,33.6
Bosnia and Herzegovina,2013,,,,Average,27.2,9.3,24.1,33.4,24.4,47.3
Bosnia and Herzegovina,2013,Sector,Manufacturing,All,Average,33.4,14.6,19.8,30.1,24.4,47.3
Bosnia and Herzegovina,2013,Sector,Manufacturing,Manufacturing,Average,33.4,14.6,19.8,30.1,24.4,47.3
Bosnia and Herzegovina,2013,Sector,Services,All,Average,24.0,6.7,26.3,35.1,...,...
Bosnia and Herzegovina,2013,Sector,Services,Retail,Average,30.0,10.7,20.7,49.6,...,...
Bosnia and Herzegovina,2013,Sector,Services,Other Services,Average,22.3,5.6,27.9,31.2,...,...
Bosnia and Herzegovina,2013,Size,,Small (5-19),Average,28.3,9.8,22.5,33.3,19.7,42.3
Bosnia and Herzegovina,2013,Size,,Medium (20-99),Average,25.8,8.8,28.9,32.1,25.5,51.6
Bosnia and Herzegovina,2013,Size,,Large (100+),Average,27.1,8.3,6.1,43.4,37.3,50.5
Bosnia and Herzegovina,2013,Location,,Bosnia Region,Average,30.3,9.1,11.8,25.6,24.9,42.4
Bosnia and Herzegovina,2013,Location,,Distrikt Brcko,Average,19.2,3.2,11.9,28.2,3.2,36.6
Bosnia and Herzegovina,2013,Location,,Herzegovina  Region,Average,34.6,5.9,17.3,33.2,13.2,48.7
Bosnia and Herzegovina,2013,Location,,Republika Srpska,Average,32.6,12.6,19.0,35.7,31.9,59.8
Bosnia and Herzegovina,2013,Location,,Sarajevo Region,Average,14.1,7.6,53.7,42.7,17.1,32.4
Bosnia and Herzegovina,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,25.9,12.6,18.7,36.2,31.5,52.7
Bosnia and Herzegovina,2013,Exporter Type,,Non-exporter,Average,27.6,8.7,25.3,32.8,20.4,44.2
Bosnia and Herzegovina,2013,Gender of Top Manager,,Top manager is female,Average,38.0,22.2,100.0,47.8,41.2,78.1
Bosnia and Herzegovina,2013,Gender of Top Manager,,Top manager is male,Average,23.8,5.0,0.0,28.7,20.4,40.0
Bosnia and Herzegovina,2013,Ownership Type,,Domestic,Average,27.2,10.0,23.9,33.2,22.8,47.3
Bosnia and Herzegovina,2013,Ownership Type,,10% or more foreign ownership,Average,26.0,0.0,25.4,35.9,35.7,47.5
Belarus,2008,,,,Average,52.9,...,24.8,49.3,48.5,54.6
Belarus,2008,Sector,Manufacturing,All,Average,56.1,...,24.3,48.4,48.5,54.6
Belarus,2008,Sector,Manufacturing,Manufacturing,Average,56.1,...,24.3,48.4,48.5,54.6
Belarus,2008,Sector,Services,All,Average,52.0,...,25.0,49.5,...,...
Belarus,2008,Sector,Services,Retail,Average,58.6,...,45.4,67.3,...,...
Belarus,2008,Sector,Services,Other Services,Average,48.3,...,13.6,39.5,...,...
Belarus,2008,Size,,Small (5-19),Average,52.7,...,28.6,48.4,45.3,59.8
Belarus,2008,Size,,Medium (20-99),Average,45.8,...,19.5,50.5,44.3,45.3
Belarus,2008,Size,,Large (100+),Average,65.8,...,23.9,49.6,55.6,60.3
Belarus,2008,Location,,Brestskaya,Average,55.8,...,42.5,47.0,51.8,64.9
Belarus,2008,Location,,Gomelskaya,Average,54.9,...,37.2,56.7,50.5,50.5
Belarus,2008,Location,,Grodnenskaya,Average,34.1,...,30.4,45.6,41.0,49.1
Belarus,2008,Location,,Minsk,Average,54.7,...,14.1,44.3,54.6,58.6
Belarus,2008,Location,,Minskaya,Average,58.9,...,13.6,50.6,45.7,48.1
Belarus,2008,Location,,Mogilevskaya,Average,66.3,...,38.5,56.0,36.3,50.2
Belarus,2008,Location,,Vitebskaya,Average,49.2,...,23.7,56.8,61.2,n.a.
Belarus,2008,Exporter Type,,Direct exports are 10% or more of sales,Average,43.6,...,13.4,41.6,59.6,56.8
Belarus,2008,Exporter Type,,Non-exporter,Average,54.9,...,27.2,50.8,44.5,53.9
Belarus,2008,Gender of Top Manager,,Top manager is female,Average,80.2,...,100.0,76.4,74.7,79.7
Belarus,2008,Gender of Top Manager,,Top manager is male,Average,44.2,...,0.0,40.0,36.9,43.1
Belarus,2008,Ownership Type,,Domestic,Average,55.5,...,24.4,48.9,46.7,54.8
Belarus,2008,Ownership Type,,10% or more foreign ownership,Average,28.9,...,25.6,46.5,65.3,57.0
Belarus,2013,,,,Average,43.6,18.6,32.7,50.9,32.9,48.8
Belarus,2013,Sector,Manufacturing,All,Average,32.5,8.6,15.0,35.4,32.9,48.8
Belarus,2013,Sector,Manufacturing,Manufacturing,Average,32.5,8.6,15.0,35.4,32.9,48.8
Belarus,2013,Sector,Services,All,Average,46.4,21.2,37.1,54.6,...,...
Belarus,2013,Sector,Services,Retail,Average,48.2,28.5,60.6,76.0,...,...
Belarus,2013,Sector,Services,Other Services,Average,45.3,16.9,22.2,41.4,...,...
Belarus,2013,Size,,Small (5-19),Average,46.3,23.5,37.1,53.5,27.6,54.6
Belarus,2013,Size,,Medium (20-99),Average,37.2,12.9,27.7,45.2,25.0,44.2
Belarus,2013,Size,,Large (100+),Average,45.0,5.1,19.9,50.5,55.7,49.1
Belarus,2013,Location,,Brestskay,Average,55.0,26.7,29.5,52.9,53.5,52.6
Belarus,2013,Location,,Gomelskay,Average,47.3,16.8,43.2,48.7,21.3,44.5
Belarus,2013,Location,,Grodnenskaya,Average,38.1,25.2,32.7,45.8,54.1,40.2
Belarus,2013,Location,,Minsk,Average,45.0,15.4,25.8,47.3,32.1,51.1
Belarus,2013,Location,,Minskaya,Average,42.1,19.8,32.7,41.7,22.3,42.5
Belarus,2013,Location,,Mogilevsk,Average,59.0,34.3,44.7,62.5,27.9,49.2
Belarus,2013,Location,,Vitebskay,Average,7.9,0.3,45.9,73.7,24.8,51.5
Belarus,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,46.0,15.7,13.7,33.1,49.2,48.4
Belarus,2013,Exporter Type,,Non-exporter,Average,43.3,19.1,35.8,53.7,27.8,48.9
Belarus,2013,Gender of Top Manager,,Top manager is female,Average,65.5,50.7,100.0,76.4,59.8,68.7
Belarus,2013,Gender of Top Manager,,Top manager is male,Average,33.1,4.4,0.0,38.5,28.0,45.4
Belarus,2013,Ownership Type,,Domestic,Average,45.1,20.6,33.6,51.2,29.4,47.9
Belarus,2013,Ownership Type,,10% or more foreign ownership,Average,33.3,0.2,22.4,49.5,50.9,53.0
Belize,2010,,,,Average,30.4,...,25.5,47.2,...,...
Belize,2010,Sector,Manufacturing,All,Average,17.5,...,10.3,27.8,...,...
Belize,2010,Sector,Manufacturing,Manufacturing,Average,17.5,...,10.3,27.8,...,...
Belize,2010,Sector,Services,All,Average,34.0,...,29.7,52.5,...,...
Belize,2010,Sector,Services,Services,Average,34.0,...,29.7,52.5,...,...
Belize,2010,Size,,Small (5-19),Average,27.4,...,26.0,50.4,...,...
Belize,2010,Size,,Medium (20-99),Average,40.8,...,26.1,37.8,...,...
