Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Senior management time spent dealing with the requirements of government regulation (%),Number of visits or required meetings with tax officials,Percent of firms visited or required to meet with tax officials,"If there were visits, average number of visits or required meetings with tax officials",Days to obtain an operating license,Days to obtain a construction-related permit,Days to obtain an import license,Percent of firms identifying tax rates as a major constraint,Percent of firms identifying tax administration as a major constraint,Percent of firms identifying business licensing and permits as a major constraint
Antigua and Barbuda,2010,Size,,Large (100+),Average,2.5,...,50.0,n.a.,n.a.,...,n.a.,26.4,63.2,0.0
Antigua and Barbuda,2010,Location,,Entire Country,Average,4.5,...,71.9,2.7,2.9,n.a.,8.1,73.5,42.0,16.6
Antigua and Barbuda,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,3.9,...,62.4,2.8,2.2,...,7.5,86.8,33.6,15.4
Antigua and Barbuda,2010,Exporter Type,,Non-exporter,Average,4.6,...,73.9,2.6,3.1,n.a.,8.3,70.7,43.7,16.8
Antigua and Barbuda,2010,Gender of Top Manager,,Top manager is female,Average,4.4,...,66.5,2.2,n.a.,n.a.,n.a.,72.1,42.4,22.3
Antigua and Barbuda,2010,Gender of Top Manager,,Top manager is male,Average,4.5,...,73.1,2.8,2.9,n.a.,8.4,73.8,41.9,15.4
Antigua and Barbuda,2010,Ownership Type,,Domestic,Average,4.6,...,72.6,2.6,2.9,n.a.,8.1,75.7,42.8,16.5
Antigua and Barbuda,2010,Ownership Type,,10% or more foreign ownership,Average,3.7,...,75.4,3.0,3.1,...,n.a.,55.4,42.6,21.7
Azerbaijan,2009,,,,Average,3.0,...,86.4,2.4,15.8,46.5,11.9,24.5,10.0,8.5
Azerbaijan,2009,Sector,Manufacturing,All,Average,1.5,...,71.0,2.6,13.3,65.9,7.1,29.1,15.2,13.6
Azerbaijan,2009,Sector,Manufacturing,Manufacturing,Average,1.5,...,71.0,2.6,13.3,65.9,7.1,29.1,15.2,13.6
Azerbaijan,2009,Sector,Services,All,Average,3.5,...,92.4,2.4,16.7,41.6,13.4,22.6,7.9,7.0
Azerbaijan,2009,Sector,Services,Retail,Average,3.1,...,94.9,2.2,16.9,41.2,11.0,21.8,14.5,1.6
Azerbaijan,2009,Sector,Services,Other Services,Average,3.7,...,91.2,2.4,16.6,41.7,14.7,23.0,4.5,10.1
Azerbaijan,2009,Size,,Small (5-19),Average,3.0,...,85.9,2.1,17.9,33.9,13.1,20.9,10.2,5.6
Azerbaijan,2009,Size,,Medium (20-99),Average,2.9,...,92.4,3.0,14.8,57.8,12.4,34.2,10.1,11.1
Azerbaijan,2009,Size,,Large (100+),Average,3.1,...,70.5,2.2,10.4,42.6,8.6,16.1,8.2,16.6
Azerbaijan,2009,Location,,Aranski & Gorno-Shirvanski,Average,4.1,...,82.1,2.6,22.7,27.4,n.a.,33.7,1.5,4.5
Azerbaijan,2009,Location,,Baku & Apsheronski,Average,2.8,...,86.9,2.3,13.0,53.0,11.0,21.3,14.0,7.9
Azerbaijan,2009,Location,,Giandja-Kazakhski & Sheki-Zakatalski,Average,1.6,...,88.5,3.1,17.0,51.6,11.6,33.3,1.2,19.4
Azerbaijan,2009,Location,,Lenkoranski & Kuba-Khachmazski,Average,5.8,...,85.1,2.2,19.2,20.1,n.a.,18.5,5.2,3.2
Azerbaijan,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,2.1,...,93.6,2.4,n.a.,n.a.,n.a.,38.9,28.7,23.0
Azerbaijan,2009,Exporter Type,,Non-exporter,Average,3.0,...,86.2,2.4,15.8,47.0,12.0,24.0,9.4,8.0
Azerbaijan,2009,Gender of Top Manager,,Top manager is female,Average,3.9,...,98.4,1.6,n.a.,...,n.a.,53.8,22.4,40.3
Azerbaijan,2009,Gender of Top Manager,,Top manager is male,Average,2.9,...,85.8,2.5,15.2,46.5,12.1,23.4,9.5,7.5
Azerbaijan,2009,Ownership Type,,Domestic,Average,3.1,...,87.0,2.4,15.7,42.9,13.2,25.4,10.1,8.1
Azerbaijan,2009,Ownership Type,,10% or more foreign ownership,Average,1.5,...,80.1,2.4,16.2,n.a.,7.2,14.6,8.1,12.4
Azerbaijan,2013,,,,Average,0.3,...,84.2,2.0,5.3,13.8,5.9,4.0,4.7,3.4
Azerbaijan,2013,Sector,Manufacturing,All,Average,0.1,...,77.9,2.0,4.9,...,n.a.,7.6,7.5,2.2
Azerbaijan,2013,Sector,Manufacturing,Manufacturing,Average,0.1,...,77.9,2.0,4.9,...,n.a.,7.6,7.5,2.2
Azerbaijan,2013,Sector,Services,All,Average,0.3,...,86.0,2.0,5.4,13.8,5.2,3.0,4.0,3.7
Azerbaijan,2013,Sector,Services,Retail,Average,0.1,...,82.8,2.1,4.1,n.a.,n.a.,5.0,6.8,0.5
Azerbaijan,2013,Sector,Services,Other Services,Average,0.4,...,87.3,2.0,6.0,14.3,n.a.,2.3,2.9,4.9
Azerbaijan,2013,Size,,Small (5-19),Average,0.3,...,84.0,1.9,8.1,n.a.,n.a.,5.9,5.7,3.4
Azerbaijan,2013,Size,,Medium (20-99),Average,0.3,...,83.7,2.1,4.4,n.a.,n.a.,2.1,3.8,3.0
Azerbaijan,2013,Size,,Large (100+),Average,0.1,...,89.3,2.5,n.a.,n.a.,n.a.,0.0,2.4,4.8
Azerbaijan,2013,Location,,Aranski & Gorno-Shirvanski,Average,0.0,...,96.0,1.9,...,...,...,0.0,9.4,0.0
Azerbaijan,2013,Location,,Baku & Apsheronski,Average,0.3,...,81.5,2.0,3.8,13.8,4.2,1.9,2.7,4.8
Azerbaijan,2013,Location,,Giandja-Kazakhski & Sheki-Zakatalski,Average,0.6,...,97.0,1.9,9.9,n.a.,n.a.,16.5,11.4,0.9
Azerbaijan,2013,Location,,Lenkoranski & Kuba-Khachmazski,Average,0.5,...,70.1,2.0,...,...,...,7.8,5.3,0.0
Azerbaijan,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,n.a.,...,n.a.,n.a.,n.a.,...,...,0.0,0.0,0.0
Azerbaijan,2013,Exporter Type,,Non-exporter,Average,0.3,...,84.2,2.0,5.6,13.8,5.9,4.1,4.8,3.4
Azerbaijan,2013,Gender of Top Manager,,Top manager is female,Average,1.1,...,84.8,2.8,...,...,n.a.,15.3,15.3,0.0
Azerbaijan,2013,Gender of Top Manager,,Top manager is male,Average,0.3,...,84.2,2.0,5.3,13.8,6.3,3.7,4.5,3.5
Azerbaijan,2013,Ownership Type,,Domestic,Average,0.3,...,84.2,2.0,5.3,13.8,5.9,4.0,4.7,3.4
Burundi,2006,,,,Average,5.7,...,85.3,2.1,27.3,82.6,11.8,36.1,22.7,9.9
Burundi,2006,Sector,Manufacturing,All,Average,5.4,...,84.2,1.7,19.0,n.a.,5.8,30.2,17.1,11.4
Burundi,2006,Sector,Manufacturing,Food,Average,5.3,...,100.0,1.7,n.a.,...,n.a.,40.7,9.0,9.0
Burundi,2006,Sector,Manufacturing,Garments,Average,3.5,...,82.6,1.4,n.a.,...,n.a.,13.0,0.0,17.4
Burundi,2006,Sector,Manufacturing,Other Manufacturing,Average,6.0,...,76.7,1.7,n.a.,n.a.,7.1,30.0,26.4,10.8
Burundi,2006,Sector,Services,All,Average,5.8,...,85.6,2.2,30.7,86.3,13.4,37.5,24.1,9.6
Burundi,2006,Sector,Services,Retail,Average,6.6,...,89.6,2.5,n.a.,n.a.,10.1,36.5,31.3,9.1
Burundi,2006,Sector,Services,Other Services,Average,5.4,...,83.7,2.0,n.a.,91.7,15.2,38.0,20.7,9.8
Burundi,2006,Size,,Small (5-19),Average,5.4,...,84.0,2.0,28.7,n.a.,14.6,34.0,20.7,10.2
Burundi,2006,Size,,Medium (20-99),Average,7.5,...,93.8,2.3,n.a.,n.a.,6.2,42.7,29.6,8.7
Burundi,2006,Size,,Large (100+),Average,4.3,...,78.7,2.1,...,...,4.5,63.0,45.4,6.9
Burundi,2006,Location,,Bujumbura,Average,5.7,...,85.3,2.1,27.3,82.6,11.8,36.1,22.7,9.9
Burundi,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,n.a.,...,n.a.,n.a.,...,n.a.,n.a.,n.a.,n.a.,n.a.
Burundi,2006,Exporter Type,,Non-exporter,Average,5.7,...,85.1,2.1,27.3,86.3,11.9,36.5,22.7,9.9
Burundi,2006,Ownership Type,,Domestic,Average,5.8,...,86.6,2.0,28.3,82.6,13.0,35.2,20.6,9.0
Burundi,2006,Ownership Type,,10% or more foreign ownership,Average,5.3,...,77.9,2.3,n.a.,...,7.0,41.2,34.8,15.2
Burundi,2014,,,,Average,2.3,...,86.5,1.8,10.1,46.8,4.0,69.9,33.5,5.9
Burundi,2014,Sector,Manufacturing,All,Average,2.7,...,72.4,2.3,11.6,87.5,3.1,56.0,28.4,21.9
Burundi,2014,Sector,Manufacturing,Manufacturing,Average,2.7,...,72.4,2.3,11.6,87.5,3.1,56.0,28.4,21.9
Burundi,2014,Sector,Services,All,Average,2.3,...,88.6,1.8,9.8,42.8,4.1,71.9,34.3,3.7
Burundi,2014,Sector,Services,Services,Average,2.3,...,88.6,1.8,9.8,42.8,4.1,71.9,34.3,3.7
Burundi,2014,Size,,Small (5-19),Average,1.7,...,87.9,1.9,n.a.,73.8,4.9,68.0,36.5,6.1
Burundi,2014,Size,,Medium (20-99),Average,2.3,...,86.6,1.6,5.7,33.0,2.2,66.2,22.7,7.3
Burundi,2014,Size,,Large (100+),Average,5.9,...,79.2,2.1,n.a.,n.a.,3.9,92.6,55.5,0.0
Burundi,2014,Location,,Bujumbura,Average,2.6,...,87.7,1.6,10.0,41.2,3.6,67.4,31.0,5.9
Burundi,2014,Location,,Gitega,Average,0.6,...,82.8,2.0,n.a.,n.a.,6.6,74.7,34.4,6.1
Burundi,2014,Location,,Ngozi,Average,1.5,...,77.5,4.1,n.a.,n.a.,n.a.,91.4,58.4,6.3
Burundi,2014,Exporter Type,,Direct exports are 10% or more of sales,Average,1.8,...,90.0,1.8,n.a.,...,2.2,64.4,34.6,2.4
Burundi,2014,Exporter Type,,Non-exporter,Average,2.3,...,86.2,1.9,10.6,46.8,4.3,70.3,33.5,6.2
Burundi,2014,Gender of Top Manager,,Top manager is female,Average,3.5,...,88.1,2.1,n.a.,n.a.,2.9,75.1,32.1,2.3
Burundi,2014,Gender of Top Manager,,Top manager is male,Average,2.1,...,86.2,1.8,10.5,45.7,4.2,68.9,33.8,6.6
Burundi,2014,Ownership Type,,Domestic,Average,2.2,...,87.0,1.9,3.8,43.7,4.6,68.4,33.6,7.2
Burundi,2014,Ownership Type,,10% or more foreign ownership,Average,2.8,...,84.7,1.6,n.a.,84.3,2.3,75.6,33.3,0.9
Benin,2009,,,,Average,24.5,...,63.8,1.7,30.7,...,20.5,61.4,60.9,20.6
Benin,2009,Sector,Manufacturing,All,Average,35.1,...,53.8,2.0,n.a.,...,7.0,35.1,70.0,6.9
Benin,2009,Sector,Manufacturing,Manufacturing,Average,35.1,...,53.8,2.0,n.a.,...,7.0,35.1,70.0,6.9
Benin,2009,Sector,Services,All,Average,21.5,...,65.8,1.6,n.a.,...,21.3,66.9,59.2,22.9
Benin,2009,Sector,Services,Services,Average,21.5,...,65.8,1.6,n.a.,...,21.3,66.9,59.2,22.9
Benin,2009,Size,,Small (5-19),Average,26.9,...,65.1,1.6,n.a.,...,20.0,60.8,62.8,20.5
Benin,2009,Size,,Medium (20-99),Average,5.9,...,55.1,2.6,...,...,25.6,68.2,54.2,20.0
Benin,2009,Size,,Large (100+),Average,n.a.,...,62.2,n.a.,n.a.,...,n.a.,40.9,30.2,27.7
Benin,2009,Location,,Cotonou,Average,19.7,...,58.0,1.9,n.a.,...,22.1,65.8,66.1,20.2
Benin,2009,Location,,Others,Average,40.5,...,85.0,1.2,n.a.,...,n.a.,45.9,44.3,21.9
Benin,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,n.a.,...,86.6,1.7,...,n.a.,n.a.,75.7,6.7,6.2
Benin,2009,Exporter Type,,Non-exporter,Average,25.7,...,62.1,1.7,30.7,n.a.,22.3,62.4,64.6,21.6
Benin,2009,Gender of Top Manager,,Top manager is female,Average,7.2,...,49.9,1.3,...,n.a.,n.a.,59.2,80.7,25.5
Benin,2009,Gender of Top Manager,,Top manager is male,Average,28.6,...,68.9,1.8,30.7,n.a.,21.1,62.2,53.6,18.7
Benin,2009,Ownership Type,,Domestic,Average,26.0,...,62.7,1.6,30.7,n.a.,23.1,61.0,67.0,22.6
Benin,2009,Ownership Type,,10% or more foreign ownership,Average,4.0,...,71.8,2.2,...,n.a.,n.a.,63.7,10.4,5.7
Benin,2016,,,,Average,5.7,...,60.9,1.6,...,60.1,16.0,46.9,43.4,2.9
Benin,2016,Sector,Manufacturing,All,Average,9.1,...,70.6,1.7,...,n.a.,n.a.,41.2,36.8,2.9
Benin,2016,Sector,Manufacturing,Manufacturing,Average,9.1,...,70.6,1.7,...,n.a.,n.a.,41.2,36.8,2.9
Benin,2016,Sector,Services,All,Average,4.9,...,58.5,1.5,...,46.1,14.7,48.2,44.9,2.9
Benin,2016,Sector,Services,Services,Average,4.9,...,58.5,1.5,...,46.1,14.7,48.2,44.9,2.9
Benin,2016,Size,,Medium (20-99),Average,4.5,...,80.3,1.5,...,n.a.,n.a.,49.1,41.5,2.4
Benin,2016,Size,,Small (5-19),Average,6.3,...,42.7,1.6,...,n.a.,n.a.,49.2,51.6,0.4
Benin,2016,Size,,Large (100+),Average,6.6,...,69.3,1.7,...,55.2,n.a.,37.1,25.7,9.3
Benin,2016,Location,,"Atlantique, Borgou, Mono, Ouémé",Average,3.9,...,68.6,1.7,...,n.a.,n.a.,53.4,42.9,0.0
Benin,2016,Location,,Littoral,Average,6.1,...,59.2,1.5,...,52.4,14.3,45.5,43.5,3.5
Benin,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,10.7,...,61.6,1.6,n.a.,n.a.,n.a.,50.8,42.5,0.0
Benin,2016,Exporter Type,,Non-exporter,Average,4.5,...,60.7,1.6,n.a.,57.5,15.7,46.4,43.9,3.6
Benin,2016,Gender of Top Manager,,Top manager is female,Average,8.9,...,46.2,2.1,n.a.,n.a.,n.a.,46.1,58.7,1.9
Benin,2016,Gender of Top Manager,,Top manager is male,Average,4.8,...,65.2,1.4,n.a.,64.9,16.0,47.1,38.0,3.2
Benin,2016,Ownership Type,,Domestic,Average,5.0,...,56.1,1.6,...,57.7,15.5,42.3,41.8,1.6
Benin,2016,Ownership Type,,10% or more foreign ownership,Average,8.4,...,78.3,1.6,n.a.,n.a.,n.a.,66.5,50.5,8.2
Burkina Faso,2009,,,,Average,22.2,...,69.3,2.2,35.8,60.5,9.0,75.7,59.0,17.6
Burkina Faso,2009,Sector,Manufacturing,All,Average,18.2,...,79.7,2.4,65.0,n.a.,3.4,76.9,61.4,15.8
Burkina Faso,2009,Sector,Manufacturing,Manufacturing,Average,18.2,...,79.7,2.4,65.0,n.a.,3.4,76.9,61.4,15.8
Burkina Faso,2009,Sector,Services,All,Average,23.6,...,65.5,2.1,26.9,61.0,10.4,75.3,58.1,18.3
Burkina Faso,2009,Sector,Services,Retail,Average,21.2,...,70.9,2.2,n.a.,69.2,13.6,71.1,60.2,25.8
Burkina Faso,2009,Sector,Services,Other Services,Average,24.9,...,62.4,2.0,26.7,58.6,6.9,77.8,56.9,13.9
Burkina Faso,2009,Size,,Small (5-19),Average,20.0,...,69.8,2.2,56.0,94.5,10.2,78.9,62.7,19.9
Burkina Faso,2009,Size,,Medium (20-99),Average,29.4,...,64.8,2.0,24.4,43.7,6.3,69.1,49.8,13.8
Burkina Faso,2009,Size,,Large (100+),Average,20.0,...,78.7,2.3,23.1,n.a.,n.a.,70.2,56.2,10.9
Burkina Faso,2009,Location,,Bobo-Dioulasso,Average,9.4,...,97.4,2.4,n.a.,94.7,4.6,81.4,59.5,38.0
Burkina Faso,2009,Location,,Ouagadougou,Average,24.5,...,65.8,2.2,38.0,54.8,10.0,75.0,58.9,15.1
Burkina Faso,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,27.2,...,81.7,3.8,n.a.,...,n.a.,51.2,30.2,13.6
Burkina Faso,2009,Exporter Type,,Non-exporter,Average,22.1,...,69.2,2.1,25.9,60.5,10.1,76.4,59.5,18.1
Burkina Faso,2009,Gender of Top Manager,,Top manager is female,Average,22.9,...,56.9,1.9,n.a.,n.a.,n.a.,72.6,70.5,17.7
Burkina Faso,2009,Gender of Top Manager,,Top manager is male,Average,22.2,...,70.7,2.2,39.6,61.0,9.3,76.0,57.5,17.7
Burkina Faso,2009,Ownership Type,,Domestic,Average,21.1,...,71.0,2.2,44.7,64.1,8.6,76.4,58.8,17.8
Burkina Faso,2009,Ownership Type,,10% or more foreign ownership,Average,32.0,...,60.3,1.9,14.5,46.2,n.a.,70.1,56.1,12.1
Bangladesh,2007,,,,Average,3.2,...,61.1,2.1,6.0,26.1,9.1,19.8,30.0,9.3
Bangladesh,2007,Sector,Manufacturing,All,Average,3.5,...,60.7,2.2,6.2,35.9,9.0,21.0,30.8,10.2
Bangladesh,2007,Sector,Manufacturing,Food,Average,4.0,...,58.0,2.1,6.5,8.1,10.2,14.7,19.3,14.6
Bangladesh,2007,Sector,Manufacturing,Textiles,Average,4.4,...,59.5,2.5,7.2,57.0,9.9,16.1,19.0,9.9
Bangladesh,2007,Sector,Manufacturing,Garments,Average,4.3,...,71.8,2.6,6.1,46.3,9.9,20.1,34.5,13.5
Bangladesh,2007,Sector,Manufacturing,Leather Products,Average,2.3,...,35.0,1.8,5.6,n.a.,9.1,30.6,45.0,6.5
Bangladesh,2007,Sector,Manufacturing,Chemicals & Chemical Products,Average,2.6,...,59.8,1.6,6.0,n.a.,5.5,21.9,30.6,5.5
Bangladesh,2007,Sector,Manufacturing,Machinery & Equipment & Electronics,Average,2.9,...,68.7,1.8,7.3,13.3,7.6,13.5,15.6,2.5
Bangladesh,2007,Sector,Manufacturing,Other Manufacturing,Average,2.9,...,60.4,2.1,5.0,9.4,7.0,28.1,41.6,17.1
Bangladesh,2007,Sector,Services,All,Average,2.4,...,62.3,2.1,5.4,10.2,10.4,15.9,27.5,6.5
Bangladesh,2007,Sector,Services,Retail,Average,2.4,...,61.7,2.1,5.4,7.9,10.2,15.0,26.9,4.6
Bangladesh,2007,Sector,Services,Other Services,Average,2.4,...,70.3,2.1,6.2,n.a.,n.a.,26.9,35.2,29.0
Bangladesh,2007,Size,,Large (100+),Average,4.0,...,72.8,2.4,6.0,41.7,9.5,19.9,32.0,18.3
Bangladesh,2007,Size,,Medium (20-99),Average,3.2,...,65.2,2.4,5.8,24.9,8.7,22.2,26.5,7.9
Bangladesh,2007,Size,,Small (5-19),Average,2.7,...,49.6,1.7,6.2,9.4,7.8,17.9,31.2,3.8
Bangladesh,2007,Location,,Barisal,Average,2.0,...,43.0,1.4,7.1,...,10.7,1.3,10.7,8.0
Bangladesh,2007,Location,,Chittagong,Average,2.0,...,87.8,1.8,6.3,15.4,7.3,22.1,22.1,13.3
Bangladesh,2007,Location,,Dhaka,Average,3.4,...,57.7,2.2,6.0,28.3,9.4,19.4,31.2,8.7
Bangladesh,2007,Location,,Khulna,Average,3.2,...,85.7,2.0,7.4,n.a.,10.4,15.4,30.1,9.5
Bangladesh,2007,Location,,Rajshahi,Average,2.5,...,76.8,1.8,6.7,n.a.,8.5,18.7,20.3,10.5
Bangladesh,2007,Location,,Sylhet,Average,2.7,...,61.7,1.4,6.0,13.9,12.2,32.7,26.4,16.1
Bangladesh,2007,Exporter Type,,Direct exports are 10% or more of sales,Average,4.7,...,71.5,2.6,6.3,38.8,9.9,16.1,33.3,14.1
Bangladesh,2007,Exporter Type,,Non-exporter,Average,2.9,...,58.8,2.0,6.0,20.0,8.3,20.6,29.3,8.2
Bangladesh,2007,Gender of Top Manager,,Top manager is female,Average,3.5,...,84.8,2.0,6.8,n.a.,8.0,20.6,26.5,13.4
Bangladesh,2007,Gender of Top Manager,,Top manager is male,Average,3.2,...,60.8,2.2,6.0,26.1,9.2,19.8,30.1,9.3
Bangladesh,2007,Ownership Type,,Domestic,Average,3.2,...,61.1,2.1,6.0,25.8,9.2,19.6,29.9,9.0
Bangladesh,2007,Ownership Type,,10% or more foreign ownership,Average,3.9,...,57.0,2.7,6.6,n.a.,8.1,41.9,40.0,45.3
Bangladesh,2013,,,,Average,3.3,...,59.4,3.2,33.5,53.4,10.1,7.3,10.8,9.0
Bangladesh,2013,Sector,Manufacturing,All,Average,3.5,...,59.4,3.0,28.7,47.4,9.9,6.8,13.1,10.6
Bangladesh,2013,Sector,Manufacturing,Food,Average,2.1,...,76.0,2.9,59.3,109.2,n.a.,14.7,9.3,8.8
Bangladesh,2013,Sector,Manufacturing,Garments,Average,4.8,...,55.0,3.0,3.5,28.5,2.1,4.9,19.2,8.5
Bangladesh,2013,Sector,Manufacturing,Leather Products,Average,3.5,...,49.7,4.0,n.a.,n.a.,n.a.,5.6,11.4,7.9
Bangladesh,2013,Sector,Manufacturing,Chemicals & Chemical Products,Average,4.0,...,72.8,3.1,n.a.,n.a.,n.a.,9.2,9.5,4.7
Bangladesh,2013,Sector,Manufacturing,Motor Vehicles & Transport Equip.,Average,3.2,...,77.8,2.7,n.a.,n.a.,...,2.6,4.6,7.3
Bangladesh,2013,Sector,Manufacturing,Furniture,Average,2.1,...,74.8,2.8,n.a.,n.a.,n.a.,4.2,10.1,15.7
Bangladesh,2013,Sector,Manufacturing,Other Manufacturing,Average,3.2,...,56.5,3.0,43.1,90.9,26.5,6.4,11.5,12.6
Bangladesh,2013,Sector,Services,All,Average,2.7,...,59.4,3.7,53.3,64.1,n.a.,8.7,5.0,4.8
Bangladesh,2013,Sector,Services,Retail,Average,3.5,...,55.8,3.3,20.1,n.a.,n.a.,4.8,10.1,11.1
Bangladesh,2013,Sector,Services,Other Services,Average,2.5,...,60.0,3.7,n.a.,64.6,n.a.,9.3,4.1,3.7
Bangladesh,2013,Size,,Medium (20-99),Average,3.0,...,52.4,2.8,81.8,50.6,44.8,8.9,10.3,9.0
Bangladesh,2013,Size,,Small (5-19),Average,1.9,...,60.5,3.3,n.a.,n.a.,n.a.,8.1,6.4,6.9
Bangladesh,2013,Size,,Large (100+),Average,5.6,...,67.3,3.5,9.8,48.7,2.1,4.2,17.5,11.9
Bangladesh,2013,Location,,Chittagong,Average,2.8,...,85.9,3.8,5.6,23.2,3.7,3.1,5.9,1.4
Bangladesh,2013,Location,,Dhaka,Average,3.5,...,51.6,3.0,67.1,78.2,32.5,7.5,12.2,11.2
Bangladesh,2013,Location,,Khulna,Average,2.1,...,81.5,2.1,n.a.,n.a.,n.a.,12.6,6.7,1.1
Bangladesh,2013,Location,,Rajshahi,Average,1.2,...,82.7,3.0,n.a.,n.a.,n.a.,18.8,8.5,5.3
Bangladesh,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,6.1,...,68.3,3.0,4.5,38.5,2.0,4.2,12.2,8.1
Bangladesh,2013,Exporter Type,,Non-exporter,Average,2.6,...,57.5,3.3,64.9,60.4,21.4,8.0,10.5,9.2
Bangladesh,2013,Gender of Top Manager,,Top manager is female,Average,3.5,...,70.2,2.3,49.0,n.a.,9.7,9.1,4.3,10.7
Bangladesh,2013,Gender of Top Manager,,Top manager is male,Average,3.3,...,58.9,3.2,29.5,45.9,10.2,7.2,11.2,8.9
Bangladesh,2013,Ownership Type,,Domestic,Average,3.3,...,59.0,3.2,42.4,64.9,13.8,7.4,10.8,8.9
Bangladesh,2013,Ownership Type,,10% or more foreign ownership,Average,4.4,...,79.2,4.9,1.5,16.0,1.1,0.8,9.8,11.8
Bulgaria,2007,,,,Average,17.4,...,64.1,3.4,48.0,128.8,5.0,28.4,23.3,21.3
Bulgaria,2007,Sector,Manufacturing,All,Average,17.0,...,57.9,3.3,62.8,163.3,6.9,24.0,21.3,19.6
Bulgaria,2007,Sector,Manufacturing,Food,Average,19.3,...,81.9,2.9,32.1,81.0,13.6,28.1,11.0,23.2
Bulgaria,2007,Sector,Manufacturing,Garments,Average,14.0,...,65.2,3.0,n.a.,67.3,n.a.,39.2,19.1,7.7
Bulgaria,2007,Sector,Manufacturing,Machinery & Equipment,Average,18.0,...,79.6,3.7,119.2,62.1,19.3,20.5,60.9,13.9
Bulgaria,2007,Sector,Manufacturing,Electronics,Average,24.2,...,63.0,2.7,n.a.,n.a.,24.9,33.3,20.7,15.6
Bulgaria,2007,Sector,Manufacturing,Other Manufacturing,Average,15.5,...,42.0,3.6,94.6,273.8,2.9,19.6,13.0,23.1
Bulgaria,2007,Sector,Services,All,Average,17.5,...,66.8,3.4,45.2,118.9,3.9,30.4,24.3,22.1
Bulgaria,2007,Sector,Services,Retail,Average,18.7,...,72.4,3.7,30.3,72.8,8.2,24.4,20.5,13.0
Bulgaria,2007,Sector,Services,IT & IT Services,Average,17.0,...,57.2,3.2,29.5,n.a.,n.a.,30.0,14.1,6.4
Bulgaria,2007,Sector,Services,Other Services,Average,17.3,...,66.0,3.3,51.4,124.7,3.6,32.0,25.9,25.6
Bulgaria,2007,Size,,Medium (20-99),Average,22.6,...,73.0,4.2,24.7,68.0,5.9,25.3,21.9,14.6
Bulgaria,2007,Size,,Small (5-19),Average,13.8,...,54.0,2.7,70.4,295.8,2.8,31.4,25.5,25.3
Bulgaria,2007,Size,,Large (100+),Average,16.4,...,89.9,3.5,47.9,49.6,14.8,23.8,15.9,23.9
Bulgaria,2007,Location,,Burgas,Average,16.1,...,39.1,5.4,30.7,57.4,n.a.,15.7,4.1,28.7
Bulgaria,2007,Location,,Plovdiv,Average,17.3,...,82.0,2.8,24.7,39.8,4.6,49.0,38.0,28.8
Bulgaria,2007,Location,,Sofia,Average,17.1,...,67.7,3.4,37.3,73.1,5.9,16.4,14.9,15.9
Bulgaria,2007,Location,,Varna,Average,18.1,...,56.5,3.4,72.4,209.4,4.4,30.2,28.4,18.6
Bulgaria,2007,Exporter Type,,Direct exports are 10% or more of sales,Average,16.1,...,78.9,4.5,43.4,69.2,13.6,25.9,19.3,12.4
Bulgaria,2007,Exporter Type,,Non-exporter,Average,17.5,...,62.8,3.3,48.3,132.5,3.9,28.6,23.7,22.1
Bulgaria,2007,Ownership Type,,Domestic,Average,17.3,...,64.6,3.3,48.3,131.2,4.6,28.4,23.2,21.6
Bulgaria,2007,Ownership Type,,10% or more foreign ownership,Average,17.7,...,55.6,5.0,n.a.,49.7,13.1,26.7,26.7,13.9
Bulgaria,2009,,,,Average,10.6,...,67.6,3.2,20.8,47.5,8.1,24.9,15.3,8.9
Bulgaria,2009,Sector,Manufacturing,All,Average,9.0,...,54.9,3.2,12.8,36.7,11.1,21.8,7.1,7.6
Bulgaria,2009,Sector,Manufacturing,Manufacturing,Average,9.0,...,54.9,3.2,12.8,36.7,11.1,21.8,7.1,7.6
Bulgaria,2009,Sector,Services,All,Average,11.4,...,73.1,3.2,24.4,53.3,6.9,26.2,19.0,9.3
Bulgaria,2009,Sector,Services,Retail,Average,8.6,...,71.9,2.7,20.4,34.6,8.6,26.6,15.3,15.2
Bulgaria,2009,Sector,Services,Other Services,Average,12.4,...,73.6,3.4,26.2,68.0,6.7,26.0,20.5,7.1
Bulgaria,2009,Size,,Small (5-19),Average,10.4,...,65.0,2.8,22.7,n.a.,3.4,26.9,14.7,7.1
Bulgaria,2009,Size,,Medium (20-99),Average,11.7,...,70.8,4.2,16.2,47.2,18.0,18.4,17.9,14.6
Bulgaria,2009,Size,,Large (100+),Average,8.4,...,81.8,3.2,23.2,158.1,5.1,27.9,11.2,5.7
Bulgaria,2009,Location,,Severen Tsentralen,Average,13.8,...,80.3,3.6,...,n.a.,...,34.0,14.7,24.6
Bulgaria,2009,Location,,Severoiztochen,Average,10.5,...,68.4,4.9,n.a.,n.a.,n.a.,33.2,23.0,7.7
